loss,accuracy,val_loss,val_accuracy,lr
0.3209604024887085,0.8983994126319885,0.05317545682191849,0.9821428656578064,0.0010000000474974513
0.10335538536310196,0.9680941104888916,0.044492606073617935,0.9861904978752136,0.0010000000474974513
0.08266150206327438,0.973871111869812,0.032288942486047745,0.9907143115997314,0.0010000000474974513
0.06921570003032684,0.9784556031227112,0.024671396240592003,0.9923809766769409,0.0010000000474974513
0.05942791327834129,0.9817680716514587,0.024581387639045715,0.991428554058075,0.0010000000474974513
0.056237149983644485,0.9818210601806641,0.026176363229751587,0.9921428561210632,0.0010000000474974513
0.04859744384884834,0.984868586063385,0.028955696150660515,0.991428554058075,0.0010000000474974513
0.04065559804439545,0.9872270226478577,0.022527683526277542,0.9923809766769409,0.0005000000237487257
0.03651762753725052,0.9895590543746948,0.021303774788975716,0.9928571581840515,0.0005000000237487257
0.033302437514066696,0.9899035692214966,0.020082462579011917,0.9938095211982727,0.0005000000237487257
0.034026894718408585,0.9891350269317627,0.023548316210508347,0.9928571581840515,0.0005000000237487257
0.0351778119802475,0.9894000291824341,0.02262241765856743,0.9938095211982727,0.0005000000237487257
0.03378935903310776,0.9894795417785645,0.022256992757320404,0.994523823261261,0.0005000000237487257
0.030154410749673843,0.9905925393104553,0.02066914364695549,0.9938095211982727,0.0005000000237487257
0.028468361124396324,0.9907780289649963,0.019446659833192825,0.9942857027053833,0.0005000000237487257
0.030441423878073692,0.990725040435791,0.019189924001693726,0.9947618842124939,0.0005000000237487257
0.03063427470624447,0.9909900426864624,0.02037785016000271,0.9942857027053833,0.0005000000237487257
0.029018880799412727,0.9908575415611267,0.02132542058825493,0.9938095211982727,0.0005000000237487257
0.029842892661690712,0.9913080334663391,0.023170847445726395,0.9938095211982727,0.0005000000237487257
0.025735393166542053,0.9918645620346069,0.016127197071909904,0.9952380657196045,0.0002500000118743628
